Week,gmv,Discount%,deliverybdays,deliverycdays,sla,product_procurement_sla,is_cod,is_mass_market,product_vertical_djcontroller,product_vertical_dock,product_vertical_dockingstation,product_vertical_fmradio,product_vertical_hifisystem,product_vertical_homeaudiospeaker,product_vertical_karaokeplayer,product_vertical_slingbox,product_vertical_soundmixer,product_vertical_voicerecorder,payday_week,holiday_week,Total Investment,Total Investment_SMA_3,Total Investment_SMA_5,Total Investment_EMA_8,Total_Investment_Ad_Stock,TV,TV_SMA_3,TV_SMA_5,TV_EMA_8,TV_Ad_Stock,Digital,Digital_SMA_3,Digital_SMA_5,Digital_EMA_8,Digital_Ad_Stock,Sponsorship,Sponsorship_SMA_3,Sponsorship_SMA_5,Sponsorship_EMA_8,Sponsorship_Ad_Stock,Content Marketing,Content Marketing_SMA_3,Content Marketing_SMA_5,Content Marketing_EMA_8,Content_Marketing_Ad_Stock,Online marketing,Online marketing_SMA_3,Online marketing_SMA_5,Online marketing_EMA_8,Online_marketing_Ad_Stock,Affiliates,Affiliates_SMA_3,Affiliates_SMA_5,Affiliates_EMA_8,Affiliates_Ad_Stock,SEM,SEM_SMA_3,SEM_SMA_5,SEM_EMA_8,SEM_Ad_Stock,Radio,Radio_SMA_3,Radio_SMA_5,Radio_EMA_8,Radio_Ad_Stock,Other,Other_SMA_3,Other_SMA_5,Other_EMA_8,Other_Ad_Stock,NPS,NPS_SMA_3,NPS_SMA_5,Stock Index,Stock Index_SMA_3,Stock Index_SMA_5,Max Temp,Min Temp,Mean Temp,Heat Deg Days,Cool Deg Days,Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Sale
41,3694027.0,33.94431404072869,0.0,0.0,5.951768488745981,2.6243301178992495,0.7963558413719185,0.7218649517684887,3,66,4,593.0,22,1058.0,0,1,0,68,0,0,42.539,30.222333333333335,27.759000000000004,21.87204968262361,74.19468902209127,1.536,1.1586666666666667,1.0832000000000002,0.8242669204679627,2.8033217852104704,3.156,1.278,0.9024000000000001,0.9719178168277576,3.652823624191181,21.168,17.520666666666667,16.791199999999996,12.638540017643034,41.724584469698144,0.861,0.389,0.2946,0.2667852461515013,1.0607568,6.093,4.761,4.4946,3.4056385951079626,11.448461639902003,1.743,1.421,1.3566,1.0228550468890893,3.392547821105971,7.982,3.6946666666666665,2.8372,2.7428238173140773,10.113690922879385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3983889339963,46.08307543617476,46.420012736610445,1210.0,1137.3333333333333,1122.8,23.0,10.0,16.619999999999997,1.3800000000000001,0.0,0.0,0.0,0.0,0.0,0
42,19390414.0,41.804645225880435,0.0,0.0,5.945814040795895,2.3587786259541983,0.7488424477537229,0.7465899136528594,12,154,4,1320.0,78,6172.0,1,0,0,89,1,0,42.539,36.38066666666667,31.454,26.464705308707252,87.05581341325475,1.536,1.3473333333333333,1.1964000000000001,0.9824298270306377,3.2179930711262825,3.156,2.217,1.4658,1.457269413088256,5.347694174514709,21.168,19.34433333333333,17.885399999999997,14.533975569277917,46.202750681818884,0.861,0.625,0.43620000000000003,0.39883296922894546,1.49745408,6.093,5.427,4.8942,4.0028300184173045,12.962076983941202,1.743,1.582,1.4532,1.182887258691514,3.778528692663583,7.982,5.838333333333334,4.1234,3.907085191244282,14.050214553727631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3983889339963,45.24073218508553,45.914606785956906,1210.0,1173.6666666666667,1144.6,24.5,4.5,14.3,4.1,0.4,0.0,0.0,0.0,0.0,0
43,5801448.0,35.57767200000011,0.0012,0.0016,6.5916,2.6488,0.8128,0.642,0,67,4,643.0,39,1637.0,0,0,0,41,0,0,42.539,42.539,35.149,30.036770795661198,94.77248804795286,1.536,1.5360000000000003,1.3096,1.1054454210238294,3.4667958426757695,3.156,3.156,2.0292000000000003,1.8347650990686435,6.364616504708826,21.168,21.168,18.979599999999998,16.00820322054949,48.88965040909133,0.861,0.8610000000000001,0.5778,0.5015367538447354,1.759472448,6.093,6.093,5.293799999999999,4.4673122365467925,13.870246190364721,1.743,1.743,1.5498,1.3073567567600666,4.01011721559815,7.982,7.981999999999999,5.4096,4.81262181541222,16.412128732236578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3983889339963,44.3983889339963,45.40920083530337,1210.0,1210.0,1166.4,22.0,9.0,15.679999999999998,2.3199999999999994,0.0,0.8400000000000001,0.0,0.8400000000000001,0.0,0
44,6258918.0,35.30436702311165,0.0,0.0,6.512935494998275,2.523628837530183,0.8178682304242842,0.6843739220420835,1,50,4,699.0,51,1964.0,0,0,0,54,1,0,42.539,42.539,38.844,32.81504395218093,99.40249282877173,1.536,1.5360000000000003,1.4228,1.2011242163518674,3.6160775056054617,3.156,3.156,2.5926,2.1283728548311673,6.974769902825296,21.168,21.168,20.0738,17.15482472709405,50.5017902454548,0.861,0.8610000000000001,0.7194,0.5814174752125719,1.9166834687999998,6.093,6.093,5.6934,4.8285761839808385,14.415147714218833,1.743,1.743,1.6464000000000003,1.4041663663689408,4.14907032935889,7.982,7.982,6.6958,5.516928078653948,17.82927723934195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3983889339963,44.3983889339963,44.90379488464984,1210.0,1210.0,1188.2,16.0,2.0,10.9,7.1,0.0,0.9,0.0,0.9,0.0,0
45,7462432.0,43.25233655819378,0.0002931691586045148,0.0005863383172090296,5.091468777484609,2.795367927294049,0.8252711814717092,0.7194371152154794,0,42,4,665.0,32,2545.0,0,0,0,45,0,0,10.243,31.773666666666667,36.0798,27.799034185029612,69.88449569726303,0.844,1.3053333333333332,1.3976000000000002,1.1217632793847858,3.013646503363277,0.255,2.189,2.5758,1.7120677759797969,4.4398619416951774,2.834,15.056666666666667,17.5012,13.97241923218426,33.13507414727288,0.034,0.5853333333333334,0.6956,0.4597691473875559,1.1840100812799998,3.912,5.366,5.6568,4.624892587540653,12.561088628531298,1.319,1.6016666666666666,1.6582000000000001,1.385240507175843,3.808442197615334,1.044,5.669333333333334,6.5944,4.522944061175293,11.74156634360517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99999999999999,45.2655926226642,44.918711147197044,1233.0,1217.6666666666667,1214.6,23.0,5.0,13.919999999999998,4.08,0.0,1.72,0.0,1.72,0.0,2
46,5176230.80000603,36.47244997958342,0.0,0.0,6.420988158432013,2.487545937117191,0.7844017966516945,0.7011024908125766,5,47,4,573.0,27,1717.0,0,0,0,35,1,0,10.243,21.008333333333336,29.620600000000003,23.897693255023032,52.17369741835782,0.844,1.0746666666666667,1.2591999999999999,1.0600381061881667,2.652187902017966,0.255,1.2220000000000002,1.9956,1.3882749368731753,2.918917165017106,2.834,8.945333333333332,13.834399999999999,11.497214958365534,22.715044488363727,0.034,0.3096666666666667,0.5302,0.3651537813014324,0.7444060487679999,3.912,4.639,5.2206,4.466472012531619,11.448653177118779,1.319,1.4603333333333335,1.5734,1.3705203944701,3.6040653185692,1.044,3.356666666666667,5.2068,3.749845380914117,8.088939806163102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99999999999999,46.13279631133209,45.43903336039777,1233.0,1225.3333333333333,1219.2,17.0,-1.5,8.833333333333334,9.166666666666666,0.0,5.133333333333333,0.0,5.133333333333333,0.0,6
47,3807715.5,35.62239154616229,0.0,0.0,5.9493882091212456,2.6484983314794217,0.8197997775305895,0.6596218020022246,4,29,7,512.0,29,1151.0,0,0,0,35,1,0,10.243,10.243,23.1614,20.863316976129028,41.54721845101469,0.844,0.844,1.1208,1.0120296381463518,2.4353127412107796,0.255,0.255,1.4154,1.1364360620124696,2.0063502990102635,2.834,2.834,10.1676,9.572056078728748,16.463026693018236,0.034,0.034,0.36479999999999996,0.2915640521233363,0.48064362926079995,3.912,3.9120000000000004,4.7844,4.343256009746814,10.781191906271268,1.319,1.319,1.4886,1.359071417921189,3.48143919114152,1.044,1.044,3.8192,3.148546407377647,5.897363883697862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99999999999999,46.99999999999999,45.959355573598515,1233.0,1233.0,1223.8,16.0,-4.0,6.075,11.925,0.0,3.3,2.5,5.8,1.75,0
48,3898249.5,33.484476987447664,0.0,0.0,6.435146443514644,2.5355648535564854,0.8070083682008368,0.6731171548117155,3,35,3,454.0,23,1311.0,0,0,0,42,0,0,10.243,10.243,16.702199999999998,18.503246536989245,35.171331070608815,0.844,0.844,0.9823999999999998,0.9746897185582737,2.305187644726468,0.255,0.255,0.8352,0.9405613815652542,1.458810179406158,2.834,2.834,6.5008,8.074710283455692,12.71181601581094,0.034,0.034,0.1994,0.23432759609592824,0.3223861775564799,3.912,3.9120000000000004,4.3482,4.2474213409141885,10.38071514376276,1.319,1.319,1.4038,1.3501666583831469,3.407863514684912,1.044,1.044,2.4316000000000004,2.680869427960392,4.582418330218717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99999999999999,46.99999999999999,46.47967778679926,1233.0,1233.0,1228.4,12.0,3.5,7.8,10.2,0.0,11.6,0.0,11.6,0.0,0
49,4455387.0,39.22327715355813,0.0,0.0,5.795880149812734,2.8019662921348316,0.8038389513108615,0.6671348314606742,4,54,6,525.0,21,1430.0,0,0,0,60,1,0,10.243,10.243,10.243,16.66763619543608,31.34579864236529,0.844,0.844,0.844,0.9456475588786573,2.2271125868358808,0.255,0.255,0.2549999999999999,0.7882144078840866,1.1302861076436947,2.834,2.834,2.834,6.9101079982433165,10.461089609486564,0.034,0.034,0.034,0.18981035251905531,0.22743170653388795,3.912,3.9120000000000004,3.9120000000000004,4.17288326515548,10.140429086257656,1.319,1.319,1.319,1.343240734298003,3.363718108810947,1.044,1.044,1.044,2.317120666191416,3.79345099813123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99999999999999,46.99999999999999,46.99999999999999,1233.0,1233.0,1233.0,7.5,-4.0,1.8,16.2,0.0,4.0,0.0,4.0,0.0,0
50,6966265.415735874,46.075143850774516,0.0,0.0,5.007903888713247,2.97439140056908,0.8387606702497629,0.6067024976288334,3,42,4,525.0,26,2457.0,0,0,0,66,0,0,26.686,15.723999999999998,13.531600000000001,18.893939263116952,45.493479185419176,1.349,1.0123333333333333,0.945,1.0352814346834,2.6852675521015286,0.766,0.42533333333333334,0.3571999999999999,0.783277872798734,1.4441716645862168,14.176,6.614666666666667,5.1024,8.524750665300356,20.452653765691938,0.267,0.11166666666666668,0.0806,0.2069636075148208,0.4034590239203328,5.626,4.483333333333333,4.2548,4.4957980951209295,11.710257451754593,1.707,1.4483333333333333,1.3966,1.4240761266762245,3.7252308652865684,2.795,1.6276666666666666,1.3942,2.4233160737044344,5.0710705988787375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,46.599999999999994,46.75999999999999,1038.0,1168.0,1194.0,16.0,-2.5,8.525,9.475,0.0,0.15,0.0,0.15,0.0,0
51,4890443.0,38.93385658067319,0.0,0.0,5.923917796239615,2.8128552689112376,0.8229121119370354,0.5609969392216878,5,41,9,464.0,31,1647.0,0,0,0,58,1,0,26.686,21.205000000000002,16.8202,20.625508315757628,53.98208751125151,1.349,1.1806666666666665,1.0459999999999998,1.1049966714204222,2.960160531260917,0.766,0.5956666666666667,0.4593999999999999,0.7794383455101264,1.63250299875173,14.176,10.395333333333333,7.3708,9.780583850789167,26.447592259415163,0.267,0.18933333333333335,0.1272,0.22030502806708285,0.5090754143521996,5.626,5.054666666666667,4.5976,4.746954073982945,12.652154471052757,1.707,1.5776666666666668,1.4742000000000002,1.4869480985259524,3.942138519171941,2.795,2.2113333333333336,1.7444,2.5059125017701156,5.837642359327242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,46.199999999999996,46.519999999999996,1038.0,1103.0,1155.0,5.5,-5.0,-0.1,18.1,0.0,3.5,0.0,3.5,0.0,0
52,6698519.250025733,41.199582350959105,0.0,0.0,5.28022903334456,2.533849781071068,0.7995958235095992,0.5911081172111822,4,30,7,458.0,33,2327.0,0,0,1,56,0,0,26.686,26.685999999999996,20.1088,21.972284245589265,59.0752525067509,1.349,1.349,1.147,1.159219633326995,3.12509631875655,0.766,0.766,0.5616,0.7764520465078761,1.745501799251038,14.176,14.176000000000002,9.639199999999999,10.757342995058242,30.044555355649095,0.267,0.267,0.1738,0.23068168849662002,0.5724452486113198,5.626,5.626,4.9404,4.942297613097846,13.217292682631655,1.707,1.707,1.5518,1.5358485210757409,4.072283111503165,2.795,2.795,2.0946,2.5701541680434232,6.297585415596345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,45.79999999999999,46.279999999999994,1038.0,1038.0,1116.0,15.5,1.0,8.05,9.95,0.0,5.2,0.0,5.2,0.0,3
53,5175259.250025733,35.13888979926244,0.0,0.0,5.919705038918476,2.496108152396559,0.814829987709955,0.6210569438754608,3,52,4,440.0,28,1805.0,0,0,1,55,1,1,26.686,26.685999999999996,23.397399999999998,23.019776635458314,62.131151504050536,1.349,1.349,1.248,1.2013930481432185,3.22405779125393,0.766,0.766,0.6638,0.774129369506126,1.8133010795506228,14.176,14.176,11.9076,11.517044551711965,32.20273321338946,0.267,0.267,0.2204,0.23875242438626004,0.6104671491667919,5.626,5.626,5.2832,5.094231476853881,13.556375609578993,1.707,1.707,1.6294,1.5738821830589096,4.150369866901899,2.795,2.795,2.4448,2.620119908478218,6.5735512493578065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,45.800000000000004,46.04,1038.0,1038.0,1077.0,6.5,-2.0,2.3,15.7,0.0,0.0,0.0,0.0,0.0,7
1,7097928.0,44.57845348489346,0.0,0.0,4.832784923721208,2.867185163027221,0.8612025127131319,0.7660783727191146,5,37,3,443.0,24,2719.0,0,0,0,78,0,0,18.549,23.973666666666663,25.058600000000002,22.02627071646758,55.82769090243032,1.095,1.2643333333333333,1.2982,1.1777501485558366,3.029434674752358,0.114,0.5486666666666667,0.6355999999999999,0.6274339540603202,1.2019806477303738,1.05,9.800666666666666,11.550799999999999,9.191034651331528,20.371639928033673,0.225,0.253,0.25860000000000005,0.23569633007820226,0.5912802895000752,5.725,5.659,5.6457999999999995,5.234402259775241,13.858825365747395,1.842,1.752,1.734,1.6334639201569296,4.332221920141139,1.05,2.2133333333333334,2.446,2.271204373260836,4.994130749614683,0.675,0.225,0.135,0.15,0.675,6.773,2.2576666666666667,1.3546,1.505111111111111,6.773,47.09303132503366,46.23101044167788,46.05860626500673,1052.0,1042.6666666666667,1040.8,11.0,-14.0,0.06666666666666672,17.933333333333334,0.0,7.866666666666667,2.3333333333333335,10.200000000000001,0.0,0
2,4964127.0,38.99863397548149,0.0021891418563922942,0.0021891418563922942,5.496059544658494,2.8537653239929948,0.8191768826619965,0.691768826619965,3,48,8,399.0,17,1706.0,0,0,1,65,1,0,18.549,21.261333333333333,23.4312,21.253543890585895,52.04561454145819,1.095,1.1796666666666666,1.2473999999999998,1.1593612266545397,2.9126608048514147,0.114,0.3313333333333333,0.5051999999999999,0.5133375198246936,0.8351883886382243,1.05,5.425333333333334,8.925600000000001,7.381915839924521,13.272983956820203,0.225,0.23900000000000002,0.25020000000000003,0.23331936783860174,0.5797681737000451,5.725,5.692,5.6655999999999995,5.343423979825187,14.040295219448437,1.842,1.797,1.761,1.6798052712331675,4.441333152084683,1.05,1.6316666666666666,2.097,1.999825623647317,4.04647844976881,0.675,0.45,0.27,0.26666666666666666,1.08,6.773,4.515333333333333,2.7092,2.675753086419753,10.8368,47.09303132503366,46.66202088335577,46.317212530013464,1052.0,1047.3333333333333,1043.6,4.5,-12.0,-3.733333333333333,21.733333333333334,0.0,2.533333333333333,0.0,2.533333333333333,10.333333333333334,0
4,4817016.0,37.7325902808737,0.0035666518056174765,0.008916629514043692,5.696388765046812,2.6847971466785556,0.821221578243424,0.5809184128399465,3,26,12,488.0,31,1571.0,0,0,0,76,1,0,18.549,18.549,20.1764,20.185082106650725,48.41482123492494,1.095,1.095,1.1458,1.133934569210771,2.800557889746509,0.114,0.114,0.24439999999999995,0.3555745490297529,0.4830678199097607,1.05,1.05,3.6752000000000002,4.880418224151872,6.458274224455273,0.225,0.225,0.2334,0.23003270400112943,0.5687165425320162,5.725,5.724999999999999,5.7052,5.494170061869557,14.214506279001435,1.842,1.8419999999999999,1.8150000000000002,1.7438822011163606,4.546079934750486,1.05,1.05,1.3990000000000002,1.6245858710952907,3.1367322419167722,0.675,0.6750000000000002,0.54,0.42798353909465014,1.4687999999999999,6.773,6.773,5.4184,4.294418533760097,14.738048,47.09303132503366,47.09303132503366,46.83442506002693,1052.0,1052.0,1049.2,5.5,-9.0,-1.8,19.8,0.0,0.0,0.0,0.0,0.0,0
