Week,gmv,Discount%,deliverybdays,deliverycdays,sla,product_procurement_sla,is_cod,is_mass_market,product_vertical_cameraaccessory,product_vertical_camerabag,product_vertical_camerabattery,product_vertical_camerabatterycharger,product_vertical_camerabatterygrip,product_vertical_cameraeyecup,product_vertical_camerafilmrolls,product_vertical_camerahousing,product_vertical_cameraledlight,product_vertical_cameramicrophone,product_vertical_cameramount,product_vertical_cameraremotecontrol,product_vertical_cameratripod,product_vertical_extensiontube,product_vertical_filter,product_vertical_flash,product_vertical_flashshoeadapter,product_vertical_lens,product_vertical_reflectorumbrella,product_vertical_softbox,product_vertical_strap,product_vertical_teleconverter,product_vertical_telescope,payday_week,holiday_week,Total Investment,Total Investment_SMA_3,Total Investment_SMA_5,Total Investment_EMA_8,Total_Investment_Ad_Stock,TV,TV_SMA_3,TV_SMA_5,TV_EMA_8,TV_Ad_Stock,Digital,Digital_SMA_3,Digital_SMA_5,Digital_EMA_8,Digital_Ad_Stock,Sponsorship,Sponsorship_SMA_3,Sponsorship_SMA_5,Sponsorship_EMA_8,Sponsorship_Ad_Stock,Content Marketing,Content Marketing_SMA_3,Content Marketing_SMA_5,Content Marketing_EMA_8,Content_Marketing_Ad_Stock,Online marketing,Online marketing_SMA_3,Online marketing_SMA_5,Online marketing_EMA_8,Online_marketing_Ad_Stock,Affiliates,Affiliates_SMA_3,Affiliates_SMA_5,Affiliates_EMA_8,Affiliates_Ad_Stock,SEM,SEM_SMA_3,SEM_SMA_5,SEM_EMA_8,SEM_Ad_Stock,Radio,Radio_SMA_3,Radio_SMA_5,Radio_EMA_8,Radio_Ad_Stock,Other,Other_SMA_3,Other_SMA_5,Other_EMA_8,Other_Ad_Stock,NPS,NPS_SMA_3,NPS_SMA_5,Stock Index,Stock Index_SMA_3,Stock Index_SMA_5,Max Temp,Min Temp,Mean Temp,Heat Deg Days,Cool Deg Days,Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Sale
17,9146410.0,53.91514440433211,3.726308664259928,4.444720216606498,6.318704873646209,2.578181407942238,0.4484431407942238,0.9310694945848376,51,652.0,1312.0,680.0,10,10,71,2,0,3,36,156.0,1056.0,3,425.0,2543.0,0,1160.0,0,1,75,0,78,1,0,14.212,14.211999999999998,16.3708,16.503334392033604,38.412626600825426,1.301,1.301,1.5058,1.457122294221377,3.510326985065639,0.218,0.218,0.2793999999999999,0.3102847747127943,0.6378857218464496,6.077,6.077000000000001,6.941,6.676227724776799,16.254851421684823,0.009,0.009,0.0258,0.04745400127656991,0.051161978027408794,4.129,4.129,4.225,4.2779451408234825,10.457100329110943,1.423,1.423,1.4492,1.453172870105179,3.5907001321593333,1.055,1.055,1.1035999999999997,1.1254303313065428,2.703582346635779,0.0,0.0,0.0436,0.0668962567273938,0.06339644753707006,0.0,0.0,0.7972,1.0885658473762674,1.1433391791321117,51.82760501909438,51.82760501909437,51.26619409819823,1242.0,1242.0,1196.6,22.5,4.0,10.433333333333334,7.566666666666666,0.0,5.266666666666667,0.0,5.266666666666667,0.0,0
18,5761862.0,56.74215856095977,3.669053964023984,4.3550966022651565,5.772151898734177,2.396402398401066,0.7983011325782812,0.9338774150566289,33,440.0,741.0,410.0,2,3,54,1,0,2,21,106.0,636.0,1,228.0,2139.0,0,745.0,0,4,47,0,68,0,1,15.611,14.678333333333333,14.491800000000001,16.305037860470584,38.658575960495256,0.274,0.9586666666666667,1.0956,1.1942062288388489,2.380196191039383,0.154,0.19666666666666666,0.2051999999999999,0.2755548247766178,0.5367314331078697,6.336,6.163333333333334,6.1288,6.600621563715288,16.088910853010894,0.158,0.058666666666666666,0.0388,0.07201977877066548,0.18869718681644526,4.73,4.3293333333333335,4.249199999999999,4.378401776196042,11.004260197466566,1.36,1.402,1.4104,1.4324677878595835,3.5144200792955997,1.382,1.164,1.1203999999999998,1.1824458132384221,3.0041494079814672,0.22,0.07333333333333333,0.044,0.10091931078797295,0.25803786852224203,0.997,0.3323333333333333,0.1994,1.0682178812926524,1.6830035074792669,47.306951226359324,50.32072042151603,50.923474260547366,1228.0,1237.3333333333333,1239.2,22.5,3.5,11.919999999999998,6.08,0.0,2.1599999999999997,0.0,2.1599999999999997,0.0,0
19,5517069.0,55.843139314620835,3.7074220768038573,4.387118994317204,5.694506629929395,2.4461856380230755,0.7823316686757362,0.9326674702944722,43,454.0,718.0,406.0,7,7,68,1,0,1,11,93.0,612.0,0,234.0,1932.0,0,795.0,0,1,55,0,52,1,0,15.611,15.144666666666666,14.771600000000001,16.150807224810457,38.806145576297155,0.274,0.6163333333333333,0.8901999999999999,0.9897159557635491,1.70211771462363,0.154,0.17533333333333334,0.1923999999999999,0.248542641492925,0.47603885986472183,6.336,6.249666666666667,6.1806,6.541816771778558,15.989346511806536,0.158,0.10833333333333332,0.0686,0.09112649459940649,0.27121831208986713,4.73,4.5296666666666665,4.369400000000001,4.456534714819144,11.332556118479939,1.36,1.381,1.3978000000000002,1.4163638350018983,3.4686520475773595,1.382,1.273,1.1858,1.2267911880743283,3.18448964478888,0.22,0.14666666666666667,0.088,0.1273816861684234,0.37482272111334525,0.997,0.6646666666666666,0.3988,1.0523916854498407,2.00680210448756,47.306951226359324,48.81383582393767,50.01934350200035,1228.0,1232.6666666666667,1236.4,25.5,2.5,12.850000000000001,5.225,0.075,4.25,0.0,4.25,0.0,0
20,6055469.0,53.52856347224945,3.666602650278471,4.310159400806606,5.4876128288841945,2.5144997119262533,0.7843287881697715,0.9237564816593048,41,435.0,735.0,407.0,3,1,98,1,0,0,17,109.0,424.0,1,205.0,1587.0,0,763.0,0,2,44,0,49,1,0,15.611,15.610999999999999,15.051400000000001,16.030850063741468,38.894687345778294,0.274,0.274,0.6848,0.8306679655938716,1.295270628774178,0.154,0.154,0.17959999999999993,0.22753316560560832,0.4396233159188331,6.336,6.336000000000001,6.2324,6.496079711383324,15.929607907083922,0.158,0.158,0.0984,0.10598727357731615,0.32073098725392024,4.73,4.73,4.4896,4.517304778192667,11.529533671087965,1.36,1.36,1.3852,1.4038385383348098,3.4411912285464155,1.382,1.382,1.2511999999999999,1.261282035168922,3.292693786873328,0.22,0.22,0.132,0.14796353368655152,0.44489363266800713,0.997,0.997,0.5982000000000001,1.0400824220165428,2.201081262692536,47.306951226359324,47.306951226359324,49.11521274345334,1228.0,1228.0,1233.6,21.0,4.0,12.4,5.6,0.0,0.3,0.0,0.3,0.0,0
21,8148932.0,53.88518399755786,3.7095739807604216,4.420674912200336,5.561459764849595,2.4154832798900596,0.7541609406016185,0.9016643762406474,43,547.0,786.0,445.0,3,5,103,5,0,1,19,118.0,501.0,0,280.0,1989.0,0,1142.0,0,1,48,0,69,0,1,15.611,15.610999999999999,15.3312,15.937550049576698,38.94781240746698,0.274,0.274,0.47940000000000005,0.7069639732396779,1.051162377264507,0.154,0.154,0.1667999999999999,0.21119246213769538,0.41777398955129985,6.336,6.336000000000001,6.2842,6.460506442187029,15.893764744250353,0.158,0.158,0.1282,0.11754565722680145,0.35043859235235214,4.73,4.73,4.6098,4.564570383038741,11.647720202652778,1.36,1.36,1.3726,1.3940966409270743,3.4247147371278492,1.382,1.382,1.3166,1.2881082495758283,3.3576162721239964,0.22,0.22,0.176,0.16397163731176229,0.48693617960080426,0.997,0.997,0.7976,1.030508550457311,2.3176487576155216,47.306951226359324,47.306951226359324,48.21108198490633,1228.0,1228.0,1230.8,31.0,9.5,23.150000000000002,0.0,5.15,0.3666666666666667,0.0,0.3666666666666667,0.0,3
22,4892933.0,54.67084716981168,3.8977358490566036,4.632452830188679,5.9,2.392830188679245,0.7958490566037736,0.9332075471698114,40,397.0,658.0,343.0,3,2,126,2,0,0,10,109.0,325.0,0,243.0,1780.0,0,890.0,0,0,41,0,43,1,0,15.611,15.610999999999999,15.611,15.864983371892988,38.979687444480184,0.274,0.274,0.274,0.6107497569641939,0.9046974263587041,0.154,0.154,0.15399999999999991,0.1984830261070964,0.4046643937307799,6.336,6.336000000000001,6.336,6.432838343923244,15.872258846550212,0.158,0.158,0.158,0.1265355111764011,0.3682631554114113,4.73,4.73,4.730000000000001,4.601332520141243,11.718632121591668,1.36,1.36,1.36,1.3865196096099466,3.4148288422767097,1.382,1.382,1.3820000000000001,1.308973083003422,3.396569763274398,0.22,0.22,0.22000000000000003,0.1764223845758151,0.5121617077604825,0.997,0.997,0.9970000000000001,1.023062205911242,2.387589254569313,47.306951226359324,47.306951226359324,47.30695122635932,1228.0,1228.0,1228.0,30.0,14.0,21.433333333333334,0.0,3.4333333333333336,4.2,0.0,4.2,0.0,0
23,4929483.0,56.33679920116139,3.879448075526507,4.605664488017429,5.716775599128541,2.369462599854757,0.8070079883805374,0.9324618736383442,44,361.0,613.0,331.0,4,10,106,2,0,0,2,91.0,228.0,1,214.0,2276.0,0,862.0,0,1,35,0,64,0,0,10.709,13.976999999999999,14.630599999999998,14.7192092892501,34.09681246668811,0.416,0.3213333333333333,0.3024,0.567472033194373,0.9588184558152224,0.355,0.22099999999999997,0.1941999999999999,0.23326457586107496,0.597798636238468,6.262,6.311333333333334,6.3212,6.394874267495856,15.785355307930125,0.011,0.109,0.1286,0.10086095313720086,0.2319578932468468,1.993,3.817666666666667,4.1826,4.021703071220967,9.024179272955001,0.692,1.1373333333333333,1.2264,1.232181918585514,2.7408973053660253,0.934,1.2326666666666666,1.2924,1.2256457312248838,2.9719418579646386,0.0,0.1466666666666667,0.176,0.13721741022563397,0.3072970246562895,0.0,0.6646666666666667,0.7976,0.7957150490420771,1.4325535527415878,50.516687050376724,48.37686316769845,47.94889839116281,1194.0,1216.6666666666667,1221.2,35.0,9.0,20.7,0.5666666666666668,3.266666666666667,0.0,0.0,0.0,0.0,0
24,4992111.0,52.50447889750195,3.731696813092162,4.426141257536607,5.6832472006890615,2.541774332472007,0.7906976744186046,0.9209732988802756,42,381.0,586.0,320.0,4,12,79,2,0,0,5,69.0,250.0,0,206.0,1407.0,0,966.0,0,1,41,0,43,1,1,10.709,12.342999999999998,13.650200000000002,13.828051669416745,31.167087480012864,0.416,0.36866666666666664,0.3308,0.5338115813734012,0.9912910734891334,0.355,0.288,0.2343999999999999,0.26031689233639166,0.7136791817430808,6.262,6.286666666666666,6.306400000000001,6.365346652496777,15.733213184758075,0.011,0.06,0.09920000000000001,0.08089185244004511,0.15017473594810807,1.993,2.9053333333333335,3.6351999999999998,3.570880166505197,7.407507563773001,0.692,0.9146666666666666,1.0928,1.1121414922331776,2.336538383219615,0.934,1.0833333333333333,1.2027999999999999,1.1608355687304652,2.717165114778783,0.0,0.07333333333333333,0.13199999999999998,0.10672465239771531,0.1843782147937737,0.0,0.3323333333333333,0.5982,0.6188894825882822,0.8595321316449527,50.516687050376724,49.44677510903759,48.59084555596628,1194.0,1205.3333333333333,1214.4,33.0,8.5,21.3,0.425,3.7249999999999996,1.1,0.0,1.1,0.0,0
25,4035566.0,48.20098050797446,3.6975782634376846,4.387477849970467,5.984937979917307,2.5676314235085647,0.7752510336680449,0.903425871234495,45,322.0,473.0,248.0,2,4,54,2,0,1,8,84.0,177.0,0,184.0,841.0,0,655.0,0,0,39,0,44,0,1,10.709,10.708999999999998,12.669799999999999,13.134929076213023,29.409252488007716,0.416,0.416,0.3592,0.5076312299570899,1.01077464409348,0.355,0.355,0.2745999999999999,0.2813575829283046,0.7832075090458483,6.262,6.262,6.2916,6.342380729719716,15.701927910854845,0.011,0.011000000000000001,0.0698,0.06536032967559065,0.10110484156886483,1.993,1.993,3.0878000000000005,3.2202401295040426,6.4375045382638,0.692,0.6919999999999998,0.9592,1.0187767161813603,2.0939230299317693,0.934,0.934,1.1132,1.1104276645681397,2.5642990688672698,0.0,0.0,0.088,0.0830080629760008,0.11062692887626421,0.0,0.0,0.39879999999999993,0.48135848645755286,0.5157192789869716,50.516687050376724,50.516687050376724,49.23279272076976,1194.0,1194.0,1207.6,34.5,13.0,24.08,0.0,6.08,0.64,0.0,0.64,0.0,0
26,2708413.0,48.613527944111446,3.538423153692615,4.196107784431137,5.417664670658683,2.6207584830339323,0.8018962075848304,0.8957085828343313,25,204.0,257.0,168.0,2,4,34,1,0,0,4,23.0,92.0,0,113.0,516.0,0,401.0,0,1,20,0,16,1,0,10.709,10.708999999999998,11.689400000000001,12.595833725943463,28.354551492804628,0.416,0.416,0.3876,0.4872687344110699,1.0224647864560878,0.355,0.355,0.31479999999999986,0.29772256449979245,0.824924505427509,6.262,6.262,6.2768,6.324518345337557,15.683156746512907,0.011,0.011000000000000001,0.040400000000000005,0.05328025641434828,0.0716629049413189,1.993,1.993,2.5404000000000004,2.9475201007253666,5.85550272295828,0.692,0.6919999999999998,0.8256,0.9461596681410581,1.9483538179590614,0.934,0.934,1.0235999999999998,1.0712215168863308,2.4725794413203617,0.0,0.0,0.044,0.06456182675911173,0.06637615732575852,0.0,0.0,0.1994,0.37438993391143,0.3094315673921829,50.516687050376724,50.516687050376724,49.87473988557324,1194.0,1194.0,1200.8,34.5,13.0,24.4,0.0,6.4,1.0,0.0,1.0,0.0,0
